{0, 0, 1000, 0,},
{1, 0, 1000, 0,},
{2, 0, 1000, 0,},
{3, 0, 1000, 0,},
{4, 0, 1000, 0,},
{5, 0, 1000, 0,},
{0, 1, 1000, 0,},
{1, 1, 110, 1,},
{5, 1, 1000, 0,},
{6, 1, 1000, 0,},
{7, 1, 1000, 0,},
{8, 1, 1000, 0,},
{0, 2, 1000, 0,},
{5, 2, 55, 1,},
{6, 2, 79, 1,},
{8, 2, 1000, 0,},
{0, 3, 1000, 0,},
{5, 3, 55, 1,},
{8, 3, 1000, 0,},
{0, 4, 1000, 0,},
{5, 4, 1000, 0,},
{6, 4, 1000, 0,},
{7, 4, 1000, 0,},
{8, 4, 1000, 0,},
{0, 5, 1000, 0,},
{1, 5, 1000, 0,},
{2, 5, 55, 1,},
{3, 5, 55, 1,},
{4, 5, 1000, 0,},
{5, 5, 1000, 0,},
{6, 5, 1002, 0,},
{7, 5, 1002, 0,},
{8, 5, 8, 0,},
{1, 6, 1000, 0,},
{2, 6, 2, 1,},
{4, 6, 1000, 0,},
{5, 6, 1002, 0,},
{6, 6, 1002, 0,},
{7, 6, 1002, 0,},
{1, 7, 1000, 0,},
{4, 7, 1000, 0,},
{5, 7, 1002, 0,},
{6, 7, 1002, 0,},
{7, 7, 1002, 0,},
{8, 7, 8, 0,},
{1, 8, 1000, 0,},
{2, 8, 1000, 0,},
{3, 8, 1000, 0,},
{4, 8, 1000, 0,},
{5, 8, 9, 0,},
{7, 8, 9, 0,},
