{5, 7, 55, 0,},
{6, 7, 55, 5,},
{7, 7, 55, 0,},
{8, 7, 55, 0,},
{9, 7, 55, 0,},
{10, 7, 55, 0,},
{11, 7, 55, 0,},
{6, 8, 0, 2,},
{10, 8, 1002, 0,},
{11, 8, 1002, 0,},
{12, 8, 1001, 0,},
{13, 8, 1001, 0,},
{7, 9, 7, 0,},
{10, 9, 1004, 0,},
{11, 9, 1002, 0,},
{12, 9, 1002, 0,},
{13, 9, 1003, 0,},
{9, 10, -842150451, 0,},
{10, 10, -842150451, 0,},
{11, 10, -842150451, 0,},
{12, 10, 1004, 0,},
{13, 10, -842150451, 0,},
{16, 10, 82, 0,},
{10, 11, -842150451, 0,},
{11, 11, -842150451, 0,},
{6, 12, 1004, 0,},
{7, 12, 1004, 0,},
{8, 12, 1004, 0,},
{9, 12, 1004, 0,},
{10, 12, 1004, 0,},
{11, 12, 1004, 0,},
{6, 13, 7, 0,},
{7, 13, 2, 0,},
{8, 13, 109, 0,},
{9, 13, 109, 0,},
{11, 14, 110, 0,},
{16, 14, 110, 0,},
