{0, 0, 1000, 0,},
{1, 0, 1000, 0,},
{2, 0, 1000, 0,},
{3, 0, 1000, 0,},
{4, 0, 1000, 0,},
{5, 0, 1000, 0,},
{6, 0, 1000, 0,},
{7, 0, 1000, 0,},
{8, 0, 1000, 0,},
{9, 0, 1000, 0,},
{10, 0, 1000, 0,},
{0, 1, 1000, 0,},
{1, 1, 0, 1,},
{5, 1, 55, 1,},
{6, 1, 79, 1,},
{8, 1, 55, 1,},
{9, 1, 112, 1,},
{10, 1, 1000, 0,},
{0, 2, 1000, 0,},
{5, 2, 55, 1,},
{8, 2, 55, 1,},
{9, 2, 55, 1,},
{10, 2, 1000, 0,},
{0, 3, 1000, 0,},
{5, 3, 1000, 0,},
{6, 3, 1000, 0,},
{7, 3, 1000, 0,},
{8, 3, 1000, 0,},
{9, 3, 55, 1,},
{10, 3, 1000, 0,},
{0, 4, 1000, 0,},
{5, 4, 1000, 0,},
{6, 4, 1002, 0,},
{7, 4, 1002, 0,},
{8, 4, 1000, 0,},
{9, 4, 26, 1,},
{10, 4, 1000, 0,},
{0, 5, 1000, 0,},
{1, 5, 55, 1,},
{2, 5, 56, 1,},
{3, 5, 57, 1,},
{4, 5, 55, 1,},
{5, 5, 1000, 0,},
{6, 5, 1002, 0,},
{7, 5, 1002, 0,},
{8, 5, 1000, 0,},
{9, 5, 55, 1,},
{10, 5, 1000, 0,},
{0, 6, 1000, 0,},
{1, 6, 57, 1,},
{2, 6, 2, 1,},
{4, 6, 56, 1,},
{5, 6, 1000, 0,},
{6, 6, 1002, 0,},
{7, 6, 1002, 0,},
{8, 6, 1000, 0,},
{9, 6, 26, 1,},
{10, 6, 1000, 0,},
{0, 7, 1000, 0,},
{1, 7, 56, 1,},
{4, 7, 57, 1,},
{5, 7, 1000, 0,},
{6, 7, 1002, 0,},
{7, 7, 1002, 0,},
{8, 7, 1000, 0,},
{9, 7, 55, 1,},
{10, 7, 1000, 0,},
{0, 8, 1000, 0,},
{1, 8, 55, 1,},
{2, 8, 57, 1,},
{3, 8, 56, 1,},
{4, 8, 55, 1,},
{5, 8, 1000, 0,},
{6, 8, 1002, 0,},
{7, 8, 1002, 0,},
{8, 8, 1000, 0,},
{9, 8, 26, 1,},
{10, 8, 1000, 0,},
{0, 9, 1000, 0,},
{1, 9, 1000, 0,},
{2, 9, 1000, 0,},
{3, 9, 1000, 0,},
{4, 9, 1000, 0,},
{5, 9, 1000, 0,},
{8, 9, 1000, 0,},
{9, 9, 1000, 0,},
{10, 9, 1000, 0,},
