{1, 0, 1000, 0,},
{2, 0, 1000, 0,},
{3, 0, 1000, 0,},
{4, 0, 1000, 0,},
{5, 0, 1000, 0,},
{6, 0, 1000, 0,},
{7, 0, 1000, 0,},
{8, 0, 1000, 0,},
{9, 0, 1000, 0,},
{10, 0, 1000, 0,},
{11, 0, 1000, 0,},
{26, 0, 1000, 0,},
{27, 0, 1000, 0,},
{28, 0, 1000, 0,},
{29, 0, 1000, 0,},
{30, 0, 1000, 0,},
{31, 0, 1000, 0,},
{32, 0, 1000, 0,},
{33, 0, 1000, 0,},
{34, 0, 1000, 0,},
{35, 0, 1000, 0,},
{36, 0, 1000, 0,},
{1, 1, 1000, 0,},
{2, 1, 1000, 1,},
{3, 1, 1000, 1,},
{4, 1, 1000, 1,},
{5, 1, 1000, 1,},
{6, 1, 1000, 1,},
{7, 1, 1000, 1,},
{8, 1, 1000, 1,},
{9, 1, 1000, 1,},
{10, 1, 1000, 1,},
{11, 1, 1000, 0,},
{12, 1, 1000, 0,},
{13, 1, 1000, 0,},
{14, 1, 1000, 0,},
{15, 1, 1000, 0,},
{16, 1, 1000, 0,},
{17, 1, 1000, 0,},
{18, 1, 1000, 0,},
{19, 1, 1000, 0,},
{20, 1, 1000, 0,},
{21, 1, 1000, 0,},
{22, 1, 1000, 0,},
{23, 1, 1000, 0,},
{24, 1, 1000, 0,},
{25, 1, 1000, 0,},
{26, 1, 1000, 0,},
{27, 1, 1000, 1,},
{28, 1, 1000, 1,},
{29, 1, 1000, 1,},
{30, 1, 1000, 1,},
{31, 1, 1000, 1,},
{32, 1, 1000, 1,},
{33, 1, 1000, 1,},
{34, 1, 1000, 1,},
{35, 1, 1000, 1,},
{36, 1, 1000, 0,},
{1, 2, 1000, 0,},
{2, 2, 1000, 1,},
{3, 2, 1000, 3,},
{4, 2, 1000, 3,},
{5, 2, 1000, 3,},
{6, 2, 1000, 3,},
{7, 2, 1000, 3,},
{8, 2, 1000, 3,},
{9, 2, 1000, 3,},
{10, 2, 1000, 1,},
{11, 2, 1000, 1,},
{12, 2, 1000, 1,},
{13, 2, 1000, 1,},
{14, 2, 1000, 1,},
{15, 2, 1000, 1,},
{16, 2, 1000, 1,},
{17, 2, 1000, 1,},
{18, 2, 1000, 1,},
{19, 2, 1000, 1,},
{20, 2, 1000, 1,},
{21, 2, 1000, 1,},
