{1, 1, 1000, 0,},
{2, 1, 1000, 0,},
{3, 1, 1000, 0,},
{4, 1, 1000, 0,},
{5, 1, 1000, 0,},
{6, 1, 1000, 0,},
{7, 1, 1000, 0,},
{8, 1, 1000, 0,},
{9, 1, 1000, 0,},
{10, 1, 1000, 0,},
{11, 1, 1000, 0,},
{12, 1, 1000, 0,},
{13, 1, 1000, 0,},
{14, 1, 1000, 0,},
{15, 1, 1000, 0,},
{16, 1, 1000, 0,},
{17, 1, 1000, 0,},
{18, 1, 1000, 0,},
{19, 1, 1000, 0,},
{20, 1, 1000, 0,},
{1, 2, 1000, 0,},
{2, 2, 1000, 1,},
{3, 2, 1000, 1,},
{4, 2, 1000, 1,},
{5, 2, 1000, 1,},
{6, 2, 1000, 1,},
{7, 2, 1000, 1,},
{8, 2, 1000, 1,},
{9, 2, 1000, 1,},
{10, 2, 1000, 1,},
{11, 2, 1000, 1,},
{12, 2, 1000, 1,},
{13, 2, 1000, 1,},
{14, 2, 1000, 1,},
{15, 2, 1000, 1,},
{16, 2, 1000, 1,},
{17, 2, 1000, 1,},
{18, 2, 1000, 1,},
{19, 2, 1000, 1,},
{20, 2, 1000, 0,},
{1, 3, 1000, 0,},
{2, 3, 1000, 1,},
{3, 3, 159, 2,},
{7, 3, 158, 2,},
{11, 3, 159, 2,},
{15, 3, 158, 2,},
{19, 3, 1000, 1,},
{20, 3, 1000, 0,},
{1, 4, 1000, 0,},
{2, 4, 1000, 1,},
{19, 4, 1000, 1,},
{20, 4, 1000, 0,},
{1, 5, 1000, 0,},
{2, 5, 1000, 1,},
{19, 5, 1000, 1,},
{20, 5, 1000, 0,},
{1, 6, 1000, 0,},
{2, 6, 1000, 1,},
{19, 6, 1000, 1,},
{20, 6, 1000, 0,},
{0, 7, 1000, 0,},
{1, 7, 1000, 0,},
{2, 7, 1000, 1,},
{3, 7, 1000, 1,},
{4, 7, 1000, 1,},
{5, 7, 1000, 1,},
{6, 7, 1000, 1,},
{7, 7, 1000, 1,},
{8, 7, 1000, 1,},
{9, 7, 1000, 1,},
{10, 7, 1000, 1,},
{11, 7, 1000, 1,},
{12, 7, 1000, 1,},
{13, 7, 1000, 1,},
{14, 7, 1000, 1,},
{15, 7, 1000, 1,},
{16, 7, 1000, 1,},
{17, 7, 1000, 1,},
{18, 7, 1000, 1,},
{19, 7, 1000, 1,},
{20, 7, 1000, 0,},
{21, 7, 1000, 0,},
{0, 8, 1000, 0,},
{1, 8, 1, 1,},
{5, 8, 1000, 0,},
{6, 8, 1000, 0,},
{7, 8, 1000, 0,},
{8, 8, 1000, 0,},
{9, 8, 1000, 0,},
{10, 8, 2, 1,},
{12, 8, 1000, 0,},
{13, 8, 1000, 0,},
{14, 8, 1000, 0,},
{15, 8, 1000, 0,},
{16, 8, 1000, 0,},
{17, 8, 1, 1,},
{21, 8, 1000, 0,},
{0, 9, 1000, 0,},
{5, 9, 1000, 0,},
{6, 9, 55, 0,},
{7, 9, 55, 0,},
{8, 9, 55, 0,},
{9, 9, 1000, 0,},
{12, 9, 1000, 0,},
{13, 9, 55, 0,},
{14, 9, 55, 0,},
{15, 9, 55, 0,},
{16, 9, 1000, 0,},
{21, 9, 1000, 0,},
{0, 10, 1000, 0,},
{5, 10, 1000, 0,},
{6, 10, 55, 0,},
{7, 10, 24, 0,},
{8, 10, 55, 0,},
{9, 10, 1000, 0,},
{10, 10, 1000, 0,},
{11, 10, 1000, 0,},
{12, 10, 1000, 0,},
{13, 10, 55, 0,},
{14, 10, 26, 0,},
{15, 10, 55, 0,},
{16, 10, 1000, 0,},
{21, 10, 1000, 0,},
{0, 11, 1000, 0,},
{5, 11, 1000, 0,},
{6, 11, 55, 0,},
{7, 11, 55, 0,},
{14, 11, 55, 0,},
{15, 11, 55, 0,},
{16, 11, 1000, 0,},
{21, 11, 1000, 0,},
{0, 12, 1000, 0,},
{1, 12, 0, 1,},
{5, 12, 1000, 0,},
{6, 12, 55, 0,},
{7, 12, 111, 0,},
{9, 12, 1000, 0,},
{10, 12, 1000, 0,},
{11, 12, 1000, 0,},
{12, 12, 1000, 0,},
{14, 12, 111, 0,},
{15, 12, 55, 0,},
{16, 12, 1000, 0,},
{17, 12, 0, 1,},
{21, 12, 1000, 0,},
{0, 13, 1000, 0,},
{5, 13, 1000, 0,},
{6, 13, 55, 0,},
{7, 13, 55, 0,},
{9, 13, 1000, 0,},
{10, 13, 79, 2,},
{12, 13, 1000, 0,},
{14, 13, 55, 0,},
{15, 13, 55, 0,},
{16, 13, 1000, 0,},
{21, 13, 1000, 0,},
{0, 14, 1000, 0,},
{5, 14, 1000, 0,},
{6, 14, 55, 0,},
{7, 14, 111, 0,},
{9, 14, 1000, 0,},
{12, 14, 1000, 0,},
{14, 14, 111, 0,},
{15, 14, 55, 0,},
{16, 14, 1000, 0,},
{21, 14, 1000, 0,},
{0, 15, 1000, 0,},
{5, 15, 1000, 0,},
{6, 15, 55, 0,},
{7, 15, 55, 0,},
{9, 15, 1000, 0,},
{10, 15, 1000, 0,},
{11, 15, 1000, 0,},
{12, 15, 1000, 0,},
{14, 15, 55, 0,},
{15, 15, 55, 0,},
{16, 15, 1000, 0,},
{21, 15, 1000, 0,},
{0, 16, 1000, 0,},
{1, 16, 1000, 0,},
{2, 16, 1000, 0,},
{3, 16, 1000, 0,},
{4, 16, 1000, 0,},
{5, 16, 1000, 0,},
{6, 16, 55, 0,},
{7, 16, 24, 0,},
{14, 16, 26, 0,},
{15, 16, 55, 0,},
{16, 16, 1000, 0,},
{17, 16, 1000, 0,},
{18, 16, 1000, 0,},
{19, 16, 1000, 0,},
{20, 16, 1000, 0,},
{21, 16, 1000, 0,},
{0, 18, 1000, 0,},
{1, 18, 1000, 0,},
{3, 18, 1002, 0,},
{5, 18, 1002, 0,},
{7, 18, 1002, 0,},
{9, 18, 1002, 0,},
